cluster[object],x[int64],y[int64],cell[int64],center[object]
c0,61,95,1530,N
c0,73,127,1531,N
c0,61,37,1533,N
c0,67,85,1535,N
c0,67,53,1540,N
c0,69,5,1541,N
c0,68,6,1543,N
c0,64,10,1545,N
c0,56,22,1546,N
c0,76,107,1548,N
c0,67,100,1550,N
c0,77,4,1553,N
c0,75,112,1557,N
c0,76,127,1564,N
c0,58,119,1566,N
c0,68,54,1567,N
c0,65,124,1568,N
c0,63,45,1571,N
c0,55,56,1572,N
c0,53,42,1573,N
c0,68,59,1577,N
c0,58,78,1578,N
c0,65,24,1582,N
c0,74,17,1585,N
c0,79,126,1586,N
c0,73,9,1587,N
c0,57,15,1588,N
c0,78,11,1591,N
c0,62,88,1593,N
c0,76,97,1597,N
c0,58,126,1598,N
c0,74,113,1600,N
c0,76,106,1601,N
c0,77,12,1605,N
c0,77,107,1608,N
c0,73,28,1609,N
c0,67,98,1610,N
c0,76,109,1612,N
c0,77,26,1614,N
c0,72,12,1617,N
c0,57,81,1621,N
c0,59,112,1624,N
c0,77,114,1625,N
c0,57,2,1630,N
c0,56,93,1631,N
c0,64,11,1634,N
c0,60,91,1636,N
c0,56,45,1641,N
c0,77,9,1645,N
c0,64,116,1646,N
c0,78,0,1650,N
c0,67,71,1653,N
c0,62,85,1661,N
c0,72,96,1663,N
c0,62,18,1664,N
c0,77,14,1666,N
c0,72,11,1671,N
c0,67,23,1672,N
c0,64,115,1673,N
c0,62,8,1677,N
c0,65,8,1681,N
c0,65,36,1683,N
c0,67,0,1688,N
c0,65,82,1692,N
c0,59,5,1693,N
c0,77,22,1694,N
c0,64,56,1696,N
c0,62,118,1703,N
c0,79,4,1706,N
c0,62,117,1707,N
c0,53,46,1708,N
c0,76,11,1710,N
c0,81,99,1713,N
c0,64,28,1718,N
c0,76,99,1721,N
c0,77,105,1725,N
c0,59,119,1726,N
c0,61,56,1731,N
c0,55,80,1733,N
c0,73,122,1737,N
c0,72,94,1739,N
c0,68,14,1740,N
c0,65,43,1746,N
c0,73,42,1747,N
c0,75,106,1755,N
c0,66,40,1758,N
c0,58,111,1765,N
c0,63,117,1766,N
c0,74,102,1771,N
c0,74,13,1773,N
c0,75,107,1774,N
c0,57,82,1776,N
c0,53,44,1777,N
c0,72,10,1780,N
c0,74,20,1785,N
c0,77,106,1786,N
c0,64,12,1787,N
c0,75,8,1790,N
c0,72,5,1791,N
c0,61,53,1796,N
c0,55,47,1801,N
c0,65,114,1802,N
c0,72,125,1804,N
c0,77,1,1805,N
c0,76,14,1807,N
c0,75,20,1813,N
c0,73,99,1817,N
c0,75,22,1821,N
c0,78,94,1822,N
c0,69,107,1826,N
c0,72,1,1827,N
c0,74,112,1833,N
c0,72,107,1834,N
c0,61,60,1837,N
c0,55,35,1838,N
c0,72,24,1842,N
c0,78,108,1843,N
c0,62,48,1852,N
c0,72,29,1854,N
c0,76,113,1860,N
c0,59,32,1866,N
c0,66,21,1871,N
c0,66,82,1872,N
c0,62,61,1877,N
c0,52,53,1879,N
c0,65,68,1880,N
c0,63,92,1885,N
c0,53,54,1886,N
c0,53,51,1888,N
c0,59,84,1889,N
c0,64,9,1891,N
c0,51,40,1902,N
c0,76,3,1904,N
c0,75,93,1907,N
c0,61,57,1909,N
c0,67,43,1912,N
c0,74,103,1918,N
c0,60,55,1923,N
c0,59,9,1924,N
c0,70,105,1925,N
c0,61,88,1931,N
c0,75,25,1937,N
c0,79,112,1938,N
c0,80,96,1940,N
c0,73,25,1942,N
c0,51,52,1943,N
c0,63,24,1950,N
c0,55,57,1957,N
c0,65,18,1959,N
c0,56,111,1966,N
c0,80,102,1967,N
c0,65,108,1972,N
c0,60,61,1974,N
c0,52,41,1982,N
c0,72,111,1984,N
c0,58,44,1985,N
c0,75,118,1987,N
c0,63,51,1989,N
c0,77,2,1990,N
c0,60,80,1996,N
c0,64,123,2003,N
c0,66,8,2006,N
c0,61,79,2007,N
c0,63,44,2012,N
c0,55,84,2013,N
c0,74,12,2019,N
c0,78,120,2022,N
c0,63,116,2024,N
c0,59,65,2027,N
c0,76,98,2028,N
c0,56,20,2031,N
c0,55,53,2032,N
c0,64,49,2038,N
c0,66,6,2043,N
c0,54,56,2044,N
c0,55,86,2045,N
c0,53,37,2046,N
c0,51,41,2047,N
c0,75,0,2048,N
c0,76,40,2049,N
c0,64,6,2050,N
c0,62,7,2052,N
c0,55,51,2054,N
c0,57,49,2056,N
c0,79,122,2057,N
c0,60,10,2058,N
c0,59,21,2063,N
c0,55,55,2064,N
c0,74,15,2066,N
c0,78,5,2067,N
c0,76,7,2070,N
c0,55,52,2072,N
c0,52,42,2073,N
c0,54,49,2086,N
c0,57,124,2090,N
c0,73,108,2091,N
c0,77,96,2092,N
c0,72,14,2093,N
c0,73,105,2097,N
c0,62,49,2102,N
c0,72,95,2104,N
c0,60,32,2109,N
c0,52,51,2111,N
c0,79,105,2112,N
c0,79,102,2118,N
c0,78,122,2119,N
c0,72,13,2121,N
c0,51,50,2122,N
c0,78,107,2123,N
c0,75,21,2133,N
c0,70,8,2134,N
c0,58,103,2135,N
c0,56,2,2138,N
c0,74,40,2139,N
c0,77,99,2140,N
c0,70,58,2146,N
c0,74,122,2147,N
c0,78,124,2150,N
c0,82,106,2151,N
c0,79,101,2157,N
c0,57,125,2159,N
c0,76,105,2162,N
c0,60,93,2166,N
c0,57,92,2170,N
c0,54,51,2172,N
c0,77,90,2173,N
c0,68,19,2176,N
c0,83,108,2177,N
c0,69,110,2178,N
c0,51,45,2180,N
c0,51,55,2181,N
c0,80,122,2182,N
c0,71,13,2185,N
c0,73,115,2186,N
c0,70,114,2188,N
c0,54,91,2189,N
c0,51,48,2190,N
c0,81,118,2191,N
c0,63,20,2195,N
c0,82,111,2198,N
c0,72,38,2206,N
c0,66,3,2207,N
c0,74,4,2208,N
c0,51,53,2210,N
c0,83,106,2213,N
c0,57,12,2214,N
c0,78,82,2216,N
c0,62,46,2218,N
c0,82,104,2223,N
c0,53,52,2224,N
c0,67,87,2226,N
c0,63,50,2230,N
c0,56,127,2232,N
c0,70,84,2236,N
c0,77,41,2238,N
c0,76,121,2240,N
c0,63,105,2241,N
c0,75,108,2242,N
c0,83,105,2246,N
c0,56,30,2248,N
c0,59,64,2249,N
c0,72,110,2251,N
c0,52,36,2252,N
c0,74,25,2258,N
c0,77,112,2260,N
c0,72,36,2265,N
c0,73,81,2266,N
c0,65,57,2267,N
c0,76,101,2271,N
c0,72,106,2273,N
c0,80,116,2276,N
c0,54,86,2277,N
c0,77,116,2278,N
c0,62,108,2283,N
c0,51,37,2285,N
c0,81,105,2288,N
c0,53,50,2292,N
c0,73,95,2295,N
c0,50,37,2301,N
c0,63,58,2302,N
c0,72,84,2303,N
c0,64,20,2309,N
c0,55,9,2315,N
c0,76,2,2316,N
c0,79,93,2317,N
c0,78,100,2320,N
c0,55,33,2321,N
c0,80,98,2325,N
c0,71,116,2333,N
c0,50,40,2338,N
c0,62,40,2341,N
c0,73,125,2343,N
c0,62,81,2346,N
c0,55,32,2351,N
c0,72,83,2352,N
c0,62,96,2353,N
c0,54,44,2355,N
c0,76,10,2356,N
c0,63,97,2358,N
c0,63,62,2361,N
c0,60,97,2365,N
c0,64,21,2367,N
c0,66,112,2370,N
c0,60,20,2374,N
c0,79,100,2375,N
c0,63,66,2377,N
c0,77,39,2381,N
c0,70,16,2384,N
c0,71,104,2386,N
c0,66,76,2387,N
c0,74,83,2389,N
c0,77,127,2394,N
c0,75,12,2395,N
c0,78,116,2401,N
c0,56,98,2403,N
c0,65,67,2407,N
c0,75,89,2409,N
c0,83,125,2412,N
c0,73,29,2414,N
c0,56,125,2416,N
c0,52,38,2417,N
c0,78,119,2423,N
c0,71,18,2427,N
c0,61,32,2432,N
c0,74,10,2435,N
c0,61,12,2437,N
c0,77,122,2438,N
c0,56,12,2439,N
c0,52,56,2443,N
c0,62,11,2446,N
c0,54,57,2447,N
c0,57,111,2449,N
c0,72,114,2452,N
c0,73,27,2458,N
c0,74,6,2461,N
c0,78,92,2463,N
c0,80,118,2464,N
c0,61,106,2465,N
c0,55,102,2469,N
c0,77,5,2471,N
c0,54,52,2472,N
c0,61,29,2474,N
c0,66,68,2475,N
c0,54,36,2476,N
c0,62,5,2478,N
c0,69,127,2479,N
c0,74,5,2481,N
c0,56,21,2482,N
c0,76,30,2486,N
c0,81,122,2487,N
c0,70,18,2488,N
c0,69,7,2489,N
c0,78,106,2491,N
c0,81,110,2492,N
c0,52,35,2494,N
c0,62,38,2495,N
c0,71,17,2504,N
c0,73,6,2505,N
c0,55,110,2507,N
c0,73,100,2508,N
c0,77,25,2522,N
c0,75,110,2524,N
c0,53,48,2526,N
c0,74,94,2528,N
c0,56,95,2540,N
c0,60,78,2541,N
c0,75,29,2542,N
c0,72,0,2546,N
c0,73,101,2549,N
c0,72,37,2551,N
c0,65,80,2554,N
c0,63,35,2555,N
c0,76,26,2557,N
c0,69,93,2562,N
c0,78,93,2563,N
c0,76,23,2567,N
c0,52,43,2570,N
c0,74,26,2573,N
c0,67,59,2575,N
c0,72,113,2577,N
c0,77,113,2578,N
c0,54,35,2582,N
c0,59,8,2584,N
c0,56,13,2585,N
c0,55,124,2586,N
c0,71,126,2588,N
c0,74,101,2595,N
c0,76,117,2596,N
c0,73,2,2598,N
c0,77,108,2601,N
c0,76,115,2603,N
c0,76,95,2608,N
c0,75,123,2611,N
c0,80,2,2619,N
c0,55,46,2623,N
c0,67,17,2625,N
c0,56,62,2629,N
c0,54,40,2634,N
c0,71,127,2636,N
c0,77,21,2638,N
c0,69,59,2642,N
c0,67,127,2644,N
c0,54,45,2646,N
c0,62,1,2652,N
c0,83,89,2655,N
c0,78,125,2656,N
c0,60,79,2657,N
c0,71,102,2658,N
c0,83,103,2661,N
c0,87,117,2664,N
c0,73,31,2666,N
c0,71,6,2667,N
c0,65,55,2669,N
c0,78,114,2673,N
c0,54,39,2676,N
c0,76,116,2677,N
c0,64,82,2682,N
c0,50,49,2686,N
c0,59,82,2688,N
c0,60,60,2689,N
c0,76,89,2696,N
c0,76,100,2701,N
c0,77,37,2705,N
c0,61,113,2706,N
c0,84,94,2709,N
c0,60,0,2710,N
c0,72,43,2722,N
c0,65,54,2725,N
c0,71,1,2727,N
c0,75,39,2728,N
c0,60,59,2730,N
c0,77,84,2731,N
c0,70,15,2732,N
c0,69,60,2733,N
c0,58,112,2734,N
c0,73,126,2736,N
c0,74,89,2741,N
c0,77,8,2749,N
c0,73,94,2751,N
c0,55,103,2753,N
c0,82,113,2757,N
c0,71,110,2759,N
c0,55,95,2760,N
c0,81,125,2765,N
c0,76,12,2768,N
c0,56,84,2772,N
c0,68,113,2778,N
c0,75,6,2779,N
c0,78,25,2789,N
c0,72,58,2790,N
c0,77,111,2791,N
c0,63,25,2793,N
c0,56,4,2794,N
c0,79,86,2796,N
c0,82,89,2797,N
c0,64,122,2798,N
c0,73,82,2800,N
c0,57,32,2801,N
c0,76,41,2803,N
c0,72,76,2806,N
c0,75,83,2809,N
c0,65,22,2810,N
c0,81,112,2812,N
c0,61,10,2814,N
c0,59,93,2818,N
c0,77,119,2819,N
c0,60,31,2827,N
c0,61,40,2831,N
c0,74,124,2832,N
c0,70,27,2837,N
c0,76,5,2843,N
c0,79,12,2845,N
c0,52,40,2848,N
c0,78,90,2850,N
c0,62,110,2851,N
c0,60,17,2854,N
c0,72,99,2856,N
c0,66,123,2859,N
c0,73,111,2860,N
c0,77,89,2862,N
c0,80,121,2867,N
c0,78,81,2868,N
c0,70,14,2873,N
c0,52,98,2875,N
c0,52,54,2876,N
c0,67,35,2882,N
c0,76,8,2885,N
c0,75,119,2893,N
c0,74,108,2894,N
c0,78,40,2897,N
c0,48,42,2899,N
c0,73,17,2903,N
c0,75,28,2904,N
c0,55,34,2905,N
c0,53,36,2907,N
c0,66,81,2911,N
c0,75,10,2915,N
c0,75,92,2916,N
c0,78,101,2917,N
c0,77,115,2918,N
c0,50,36,2919,N
c0,69,57,2921,N
c0,80,99,2922,N
c0,57,30,2927,N
c0,56,53,2928,N
c0,52,45,2929,N
c0,77,85,2930,N
c0,74,117,2933,N
c0,73,37,2935,N
c0,75,82,2936,N
c0,74,78,2939,N
c0,75,115,2940,N
c0,72,25,2943,N
c0,77,6,2944,N
c0,74,2,2947,N
c0,67,113,2950,N
c0,58,124,2952,N
c0,60,90,2953,N
c0,61,58,2954,N
c0,59,17,2956,N
c0,66,63,2959,N
c0,79,1,2960,N
c0,59,18,2962,N
c0,75,37,2963,N
c0,64,83,2968,N
c0,60,47,2969,N
c0,77,98,2970,N
c0,74,96,2971,N
c0,74,87,2973,N
c0,72,19,2976,N
c0,79,106,2984,N
c0,75,100,2992,N
c0,75,14,2996,N
c0,65,10,3001,N
c0,73,36,3002,N
c0,58,12,3004,N
c0,77,124,3005,N
c0,74,115,3006,N
c0,55,48,3009,N
c0,81,117,3012,N
c0,56,52,3013,N
c0,77,38,3015,N
c0,62,119,3018,N
c0,72,55,3019,N
c0,81,111,3021,N
c0,77,82,3022,N
c0,56,59,3026,N
c0,74,98,3031,N
c0,57,127,3033,N
c0,75,91,3034,N
c0,65,35,3035,N
c0,71,37,3038,N
c0,62,78,3042,N
c0,60,52,3043,N
c0,81,114,3045,N
c0,59,94,3047,N
c0,73,41,3048,N
c0,75,42,3049,N
c0,51,44,3055,N
c0,66,84,3057,N
c0,49,43,3063,N
c0,80,107,3064,N
c0,48,40,3066,N
c0,54,43,3069,N
c0,71,5,3070,N
c0,72,115,3080,N
c0,83,117,3081,N
c0,60,95,3087,N
c0,56,66,3092,N
c0,74,93,3094,N
c0,71,24,3098,N
c0,81,95,3100,N
c0,82,107,3101,N
c0,74,29,3103,N
c0,83,114,3104,N
c0,78,104,3105,N
c0,81,104,3114,N
c0,59,31,3117,N
c0,77,109,3118,N
c0,75,126,3121,N
c0,74,127,3127,N
c0,77,10,3129,N
c0,78,103,3134,N
c0,76,108,3136,N
c0,78,87,3137,N
c0,57,95,3140,N
c0,68,127,3145,N
c0,76,85,3147,N
c0,59,50,3148,N
c0,79,118,3152,N
c0,63,108,3155,N
c0,74,82,3159,N
c0,80,115,3160,N
c0,60,45,3163,N
c0,73,16,3165,N
c0,75,111,3166,N
c0,59,88,3180,N
c0,77,3,3181,N
c0,75,41,3182,N
c0,61,30,3185,N
c0,87,114,3187,N
c0,62,107,3190,N
c0,54,46,3198,N
c0,74,21,3199,N
c0,73,104,3207,N
c0,86,118,3213,N
c0,88,117,3215,N
c0,79,84,3216,N
c0,73,21,3220,N
c0,77,104,3221,N
c0,72,15,3231,N
c0,73,90,3233,N
c0,67,84,3235,N
c0,52,49,3237,N
c0,49,45,3238,N
c0,73,103,3241,N
c0,76,110,3248,N
c0,81,127,3252,N
c0,80,92,3253,N
c0,69,21,3254,N
c0,78,110,3255,N
c0,76,4,3256,N
c0,72,56,3263,N
c0,75,125,3280,N
c0,59,78,3281,N
c0,63,67,3284,N
c0,77,87,3293,N
c0,74,84,3294,N
c0,74,104,3297,N
c0,73,24,3299,N
c0,75,98,3304,N
c0,54,47,3305,N
c0,75,26,3315,N
c0,77,93,3319,N
c0,55,77,3334,N
c0,85,75,3339,N
c0,76,125,3341,N
c0,74,125,3347,N
c0,75,113,3348,N
c0,77,101,3351,N
c0,64,98,3354,N
c0,88,112,3357,N
c0,77,88,3361,N
c0,56,65,3362,N
c0,75,101,3363,N
c0,79,113,3364,N
c0,66,13,3372,N
c0,74,120,3374,N
c0,73,30,3377,N
c0,80,95,3382,N
c0,73,121,3383,N
c0,54,85,3384,N
c0,82,96,3386,N
c0,62,67,3389,N
c0,54,79,3397,N
c0,73,14,3400,N
c0,56,123,3407,N
c0,79,0,3410,N
c0,73,102,3413,N
c0,59,62,3418,N
c0,59,47,3429,N
c0,73,40,3433,N
c0,88,113,3435,N
c0,77,123,3437,N
c0,53,87,3438,N
c0,79,81,3439,N
c0,82,121,3448,N
c0,51,85,3452,N
c0,73,120,3455,N
c0,53,93,3471,N
c0,52,52,3472,N
c0,56,109,3474,N
c0,73,116,3475,N
c0,56,118,3476,N
c0,78,99,3477,N
c0,78,85,3478,N
c0,83,93,3479,N
c0,49,40,3484,N
c0,76,83,3489,N
c0,61,112,3498,N
c0,72,109,3499,N
c0,71,14,3503,N
c0,77,0,3507,N
c0,72,118,3510,N
c0,68,42,3512,N
c0,57,80,3513,N
c0,77,95,3514,N
c0,80,90,3516,N
c0,71,82,3519,N
c0,72,18,3521,N
c0,83,100,3525,N
c0,64,61,3529,N
c0,82,99,3536,N
c0,58,94,3539,N
c0,69,8,3541,N
c0,69,55,3549,N
c0,52,87,3552,N
c0,77,126,3554,N
c0,80,82,3559,N
c0,82,116,3562,N
c0,71,40,3565,N
c0,79,98,3567,N
c0,72,119,3573,N
c0,60,92,3575,N
c0,80,123,3578,N
c0,59,55,3581,N
c0,72,98,3582,N
c0,64,23,3586,N
c0,74,1,3587,N
c0,80,114,3588,N
c0,55,49,3589,N
c0,60,94,3594,N
c0,56,57,3595,N
c0,78,102,3596,N
c0,62,24,3599,N
c0,56,48,3600,N
c0,76,15,3601,N
c0,55,92,3616,N
c0,80,104,3620,N
c0,73,114,3622,N
c0,75,9,3637,N
c0,82,119,3642,N
c0,79,2,3646,N
c0,73,117,3649,N
c0,74,41,3650,N
c0,62,62,3652,N
c0,75,40,3657,N
c0,57,126,3659,N
c0,76,93,3660,N
c0,79,99,3666,N
c0,73,118,3671,N
c0,83,121,3674,N
c0,75,97,3676,N
c0,75,43,3677,N
c0,75,4,3678,N
c0,81,85,3682,N
c0,56,83,3688,N
c0,54,100,3689,N
c0,50,53,3691,N
c0,78,8,3694,N
c0,81,113,3695,N
c0,73,79,3702,N
c0,52,90,3706,N
c0,77,110,3712,N
c0,74,121,3713,N
c0,76,114,3720,N
c0,74,123,3722,N
c0,80,111,3728,N
c0,81,90,3732,N
c0,84,112,3736,N
c0,73,20,3742,N
c0,76,84,3744,N
c0,85,118,3747,N
c0,59,3,3751,N
c0,80,97,3752,N
c0,53,97,3753,N
c0,52,48,3754,N
c0,67,63,3761,N
c0,71,75,3763,N
c0,76,92,3767,N
c0,60,38,3769,N
c0,61,90,3771,N
c0,56,0,3774,N
c0,76,90,3780,N
c0,50,46,3781,N
c0,75,127,3784,N
c0,80,113,3785,N
c0,50,42,3790,N
c0,56,47,3793,N
c0,58,85,3799,N
c0,60,9,3800,N
c0,80,94,3802,N
c0,75,90,3810,N
c0,83,118,3815,N
c0,62,60,3819,N
c0,63,13,3820,N
c0,53,96,3821,N
c0,55,100,3822,N
c0,77,118,3827,N
c0,73,18,3829,N
c0,64,121,3837,N
c0,61,83,3838,N
c0,58,49,3839,N
c0,82,100,3840,N
c0,84,117,3842,N
c0,54,103,3843,N
c0,59,89,3845,N
c0,74,95,3846,N
c0,82,114,3851,N
c0,77,120,3857,N
c0,75,85,3859,N
c0,72,28,3862,N
c0,55,93,3863,N
c0,48,41,3864,N
c0,78,96,3870,N
c0,76,82,3878,N
c0,51,42,3879,N
c0,72,117,3880,N
c0,75,116,3901,N
c0,58,43,3906,N
c0,69,56,3907,N
c0,84,114,3911,N
c0,79,95,3926,N
c0,77,77,3930,N
c0,50,39,3935,N
c0,57,96,3936,N
c0,74,86,3937,N
c0,51,43,3938,N
c0,63,34,3942,N
c0,75,117,3943,N
c0,75,80,3944,N
c0,64,80,3947,N
c0,78,39,3954,N
c0,57,64,3971,N
c0,67,19,3972,N
c0,79,124,3973,N
c0,54,37,3974,N
c0,57,119,3979,N
c0,54,53,3980,N
c0,51,46,3981,N
c0,56,56,3991,N
c0,70,7,3998,N
c0,72,101,3999,N
c0,54,92,4000,N
c0,84,116,4002,N
c0,65,121,4005,N
c0,78,83,4007,N
c0,71,125,4009,N
c0,76,21,4011,N
c0,55,50,4013,N
c0,76,31,4014,N
c0,75,78,4016,N
c0,78,97,4020,N
c0,61,38,4036,N
c0,69,18,4038,N
c0,82,103,4039,N
c0,54,54,4050,N
c0,76,88,4052,N
c0,73,43,4057,N
c0,76,119,4068,N
c0,78,117,4069,N
c0,76,80,4071,N
c0,80,110,4074,N
c0,78,121,4077,N
c0,74,118,4087,N
c0,78,112,4092,N
c0,86,119,4102,N
c0,52,44,4114,N
c0,77,92,4127,N
c0,85,76,4129,N
c0,60,53,4132,N
c0,60,87,4139,N
c0,64,15,4143,N
c0,81,107,4144,N
c0,74,24,4149,N
c0,78,84,4153,N
c0,63,114,4156,N
c0,79,79,4161,N
c0,78,13,4163,N
c0,79,104,4164,N
c0,70,26,4171,N
c0,75,24,4172,N
c0,56,96,4173,N
c0,82,117,4177,N
c0,65,31,4181,N
c0,73,87,4183,N
c0,66,36,4188,N
c0,73,22,4191,N
c0,52,97,4193,N
c0,78,6,4197,N
c0,52,47,4198,N
c0,80,106,4207,N
c0,76,126,4214,N
c0,68,4,4222,N
c0,75,27,4223,N
c0,73,8,4236,N
c0,75,103,4237,N
c0,82,97,4245,N
c0,77,117,4246,N
c0,80,91,4252,N
c0,69,19,4257,N
c0,47,39,4259,N
c0,51,97,4262,N
c0,82,108,4264,N
c0,71,38,4267,N
c0,73,110,4268,N
c0,75,120,4269,N
c0,74,90,4283,N
c0,62,64,4287,N
c0,80,109,4296,N
c0,65,33,4299,N
c0,76,38,4308,N
c0,75,121,4311,N
c0,74,80,4326,N
c0,81,115,4328,N
c0,81,121,4334,N
c0,79,88,4335,N
c0,80,93,4336,N
c0,65,41,4339,N
c0,72,39,4342,N
c0,83,111,4347,N
c0,76,118,4355,N
c0,72,124,4357,N
c0,80,86,4361,N
c0,53,45,4367,N
c0,72,116,4369,N
c0,79,117,4370,N
c0,79,89,4382,N
c0,73,113,4388,N
c0,87,115,4392,N
c0,75,114,4396,N
c0,65,0,4399,N
c0,80,85,4403,N
c0,56,1,4407,N
c0,69,26,4418,N
c0,61,67,4432,N
c0,74,16,4437,N
c0,73,83,4439,N
c0,76,86,4440,N
c0,79,110,4452,N
c0,82,126,4453,N
c0,80,103,4457,N
c0,76,79,4465,N
c0,73,91,4479,N
c0,75,109,4488,N
c0,79,85,4491,N
c0,54,97,4494,N
c0,79,125,4496,N
c0,82,125,4497,N
c0,75,87,4498,N
c0,54,96,4501,N
c0,54,34,4502,N
c0,82,115,4506,N
c0,77,121,4513,N
c0,75,86,4517,N
c0,50,55,4523,N
c0,74,9,4528,N
c0,74,14,4529,N
c0,74,116,4533,N
c0,58,117,4544,N
c0,73,106,4545,N
c0,74,126,4551,N
c0,74,37,4552,N
c0,79,114,4559,N
c0,53,56,4563,N
c0,85,119,4567,N
c0,64,60,4569,N
c0,62,80,4582,N
c0,69,109,4583,N
c0,77,13,4586,N
c0,78,98,4597,N
c0,50,44,4599,N
c0,72,81,4609,N
c0,70,77,4620,N
c0,78,123,4622,N
c0,81,103,4625,N
c0,61,101,4627,N
c0,61,50,4629,N
c0,49,42,4639,N
c0,53,40,4649,N
c0,74,111,4650,N
c0,51,99,4652,N
c0,54,93,4659,N
c0,74,114,4665,N
c0,61,54,4666,N
c0,69,27,4673,N
c0,80,127,4675,N
c0,79,94,4676,N
c0,79,26,4677,N
c0,56,50,4681,N
c0,79,119,4690,N
c0,58,33,4698,N
c0,76,91,4701,N
c0,79,80,4703,N
c0,74,79,4704,N
c0,75,104,4711,N
c0,77,94,4714,N
c0,74,92,4715,N
c0,75,79,4739,N
c0,76,9,4757,N
c0,49,37,4761,N
c0,85,116,4768,N
c0,73,15,4777,N
c0,80,119,4779,N
c0,66,41,4782,N
c0,76,1,4784,N
c0,81,120,4788,N
c0,82,92,4795,N
c0,80,84,4797,N
c0,79,91,4806,N
c0,84,118,4810,N
c0,55,111,4814,N
c0,67,9,4826,N
c0,67,60,4827,N
c0,65,15,4835,N
c0,64,67,4836,N
c0,80,105,4846,N
c0,72,75,4863,N
c0,81,124,4867,N
c0,78,22,4875,N
c0,52,46,4883,N
c0,86,117,4885,N
c0,54,38,4897,N
c0,74,88,4898,N
c0,80,78,4899,N
c0,58,32,4903,N
c0,56,49,4906,N
c0,80,117,4934,N
c0,89,111,4938,N
c0,58,47,4942,N
c0,83,119,4951,N
c0,55,85,4962,N
c0,54,48,4964,N
c0,67,67,4975,N
c0,71,42,4976,N
c0,78,2,4977,N
c0,76,78,4982,N
c0,61,85,4988,N
c0,74,85,4989,N
c0,76,112,4990,N
c0,81,96,4992,N
c0,63,49,4999,N
c0,56,82,5000,N
c0,79,127,5001,N
c0,74,91,5005,N
c0,76,111,5016,N
c0,61,31,5026,N
c0,75,38,5030,N
c0,49,39,5031,N
c0,56,64,5037,N
c0,73,23,5038,N
c0,81,94,5052,N
c0,74,3,5059,N
c0,53,38,5060,N
c0,67,6,5070,N
c0,75,84,5072,N
c0,68,13,5086,N
c0,64,14,5087,N
c0,51,98,5091,N
c0,57,11,5105,N
c0,59,81,5106,N
c0,79,97,5107,N
c0,74,42,5109,N
c0,76,24,5121,N
c0,51,38,5123,N
c0,61,23,5139,N
c0,81,101,5140,N
c0,82,112,5141,N
c0,89,113,5142,N
c0,74,11,5152,N
c0,79,116,5153,N
c0,57,110,5186,N
c0,77,28,5187,N
c0,72,126,5194,N
c0,77,103,5200,N
c0,84,113,5208,N
c0,79,83,5231,N
c0,52,99,5246,N
c0,54,101,5256,N
c0,78,95,5258,N
c0,59,110,5269,N
c0,52,55,5283,N
c0,82,94,5285,N
c0,79,111,5288,N
c0,77,27,5298,N
c0,46,40,5301,N
c0,59,77,5307,N
c0,57,3,5308,N
c0,67,76,5319,N
c0,75,1,5331,N
c0,79,123,5342,N
c0,81,97,5361,N
c0,81,93,5369,N
c0,58,82,5371,N
c0,65,91,5372,N
c0,79,109,5377,N
c0,73,93,5381,N
c0,48,38,5391,N
c0,72,42,5396,N
c0,57,50,5405,N
c0,81,126,5410,N
c0,79,82,5412,N
c0,60,7,5426,N
c0,61,17,5436,N
c0,79,115,5437,N
c0,76,96,5438,N
c0,60,83,5447,N
c0,74,110,5451,N
c0,48,39,5453,N
c0,67,82,5461,N
c0,51,35,5463,N
c0,74,38,5464,N
c0,67,13,5477,N
c0,50,43,5479,N
c0,77,100,5489,N
c0,51,39,5490,N
c0,64,109,5504,N
c0,78,105,5506,N
c0,56,46,5524,N
c0,49,44,5525,N
c0,75,77,5543,N
c0,87,112,5545,N
c0,65,60,5555,N
c0,78,41,5573,N
c0,80,120,5576,N
c0,89,114,5578,N
c0,69,42,5590,N
c0,83,120,5607,N
c0,78,3,5612,N
c0,80,112,5613,N
c0,47,40,5615,N
c0,80,89,5634,N
c0,77,40,5648,N
c0,84,115,5653,N
c0,69,95,5662,N
c0,52,37,5670,N
c0,78,89,5672,N
c0,88,115,5677,N
c0,54,50,5708,N
c0,77,91,5710,N
c0,79,41,5711,N
c0,77,79,5715,N
c0,73,39,5731,N
c0,56,100,5751,N
c0,67,16,5752,N
c0,76,16,5753,N
c0,76,120,5754,N
c0,79,96,5760,N
c0,56,5,5768,N
c0,75,124,5770,N
c0,81,98,5771,N
c0,79,92,5772,N
c0,63,59,5810,N
c0,61,46,5811,N
c0,56,31,5812,N
c0,81,119,5815,N
c0,62,105,5825,N
c0,59,16,5826,N
c0,73,38,5828,N
c0,77,83,5829,N
c0,52,50,5848,N
c0,71,109,5865,N
c0,81,116,5869,N
c0,79,103,5876,N
c0,59,66,5884,N
c0,71,41,5886,N
c0,74,81,5891,N
c0,72,40,5894,N
c0,82,118,5916,N
c0,72,16,5933,N
c0,72,105,5934,N
c0,73,12,5954,N
c0,76,87,5971,N
c0,49,41,5972,N
c0,64,68,5989,N
c0,75,99,5990,N
c0,68,86,6010,N
c0,73,26,6011,N
c0,79,121,6015,N
c0,73,77,6017,N
c0,74,119,6030,N
c0,81,123,6045,N
c0,82,124,6048,N
c0,77,102,6063,N
