cluster[object],x[int64],y[int64],cell[int64],center[object]
c1,41,124,5025,N
c1,58,113,5027,N
c1,55,23,5028,N
c1,47,59,5029,N
c1,73,119,5033,N
c1,39,21,5035,N
c1,72,34,5039,N
c1,39,37,5041,N
c1,39,24,5042,N
c1,84,47,5043,N
c1,45,19,5044,N
c1,43,117,5045,N
c1,34,59,5047,N
c1,40,126,5048,N
c1,79,54,5050,N
c1,40,82,5051,N
c1,74,49,5058,N
c1,41,100,5061,N
c1,46,87,5062,N
c1,83,73,5063,N
c1,36,41,5064,N
c1,36,42,5065,N
c1,39,83,5068,N
c1,48,13,5071,N
c1,45,49,5073,N
c1,41,65,5074,N
c1,37,75,5076,N
c1,44,17,5077,N
c1,84,55,5080,N
c1,38,82,5081,N
c1,43,10,5084,N
c1,47,98,5085,N
c1,49,65,5088,N
c1,45,30,5089,N
c1,46,30,5090,N
c1,39,50,5094,N
c1,41,103,5095,N
c1,41,119,5097,N
c1,40,12,5098,N
c1,35,49,5099,N
c1,42,120,5100,N
c1,36,20,5101,N
c1,75,76,5108,N
c1,41,3,5112,N
c1,43,51,5115,N
c1,49,97,5117,N
c1,44,127,5118,N
c1,44,88,5120,N
c1,77,70,5122,N
c1,39,99,5124,N
c1,45,25,5125,N
c1,39,77,5126,N
c1,47,90,5128,N
c1,38,125,5131,N
c1,42,9,5133,N
c1,50,98,5134,N
c1,40,30,5135,N
c1,34,103,5136,N
c1,47,97,5137,N
c1,34,109,5138,N
c1,44,5,5144,N
c1,44,59,5145,N
c1,35,68,5149,N
c1,53,78,5151,N
c1,45,24,5154,N
c1,40,49,5157,N
c1,37,81,5158,N
c1,41,125,5161,N
c1,53,102,5164,N
c1,43,85,5169,N
c1,38,58,5171,N
c1,39,14,5173,N
c1,44,108,5176,N
c1,40,57,5178,N
c1,41,57,5179,N
c1,40,73,5181,N
c1,40,51,5182,N
c1,90,61,5183,N
c1,42,16,5185,N
c1,44,23,5192,N
c1,81,55,5195,N
c1,53,34,5197,N
c1,42,104,5198,N
c1,44,120,5201,N
c1,41,127,5202,N
c1,43,115,5203,N
c1,67,32,5205,N
c1,64,27,5206,N
c1,47,49,5207,N
c1,46,17,5209,N
c1,40,14,5211,N
c1,42,75,5213,N
c1,41,104,5214,N
c1,35,30,5215,N
c1,37,79,5217,N
c1,85,49,5219,N
c1,77,50,5220,N
c1,39,31,5222,N
c1,35,99,5224,N
c1,34,116,5225,N
c1,32,16,5226,N
c1,82,53,5233,N
c1,45,83,5234,N
c1,37,99,5235,N
c1,45,87,5236,N
c1,41,33,5238,N
c1,34,63,5242,N
c1,45,97,5243,N
c1,39,23,5251,N
c1,35,114,5252,N
c1,84,66,5253,N
c1,73,46,5254,N
c1,49,78,5255,N
c1,81,46,5257,N
c1,45,71,5260,N
c1,39,110,5261,N
c1,48,91,5262,N
c1,38,18,5264,N
c1,89,67,5265,N
c1,43,123,5266,N
c1,37,83,5268,N
c1,47,57,5271,N
c1,37,102,5272,N
c1,44,73,5274,N
c1,37,94,5277,N
c1,38,28,5278,N
c1,39,0,5280,N
c1,36,74,5281,N
c1,39,106,5282,N
c1,78,43,5284,N
c1,43,49,5287,N
c1,35,35,5290,N
c1,38,111,5291,N
c1,36,68,5292,N
c1,35,75,5294,N
c1,52,80,5297,N
c1,80,67,5299,N
c1,39,56,5302,N
c1,50,99,5303,N
c1,40,91,5304,N
c1,36,62,5305,N
c1,37,126,5306,N
c1,82,69,5310,N
c1,46,86,5311,N
c1,84,72,5314,N
c1,42,108,5315,N
c1,35,117,5318,N
c1,84,74,5320,N
c1,39,61,5322,N
c1,28,26,5324,N
c1,35,107,5326,N
c1,65,32,5330,N
c1,35,38,5334,N
c1,39,95,5336,N
c1,36,61,5339,N
c1,37,36,5343,N
c1,88,71,5347,N
c1,52,93,5351,N
c1,43,77,5352,N
c1,81,76,5354,N
c1,44,91,5357,N
c1,38,78,5358,N
c1,85,43,5359,N
c1,47,84,5362,N
c1,46,121,5363,N
c1,36,108,5364,N
c1,39,82,5367,N
c1,41,28,5368,N
c1,57,113,5370,N
c1,52,82,5374,N
c1,43,72,5375,N
c1,33,108,5378,N
c1,37,54,5379,N
c1,35,52,5380,N
c1,82,63,5382,N
c1,44,71,5385,N
c1,84,53,5386,N
c1,49,100,5389,N
c1,71,47,5393,N
c1,76,59,5394,N
c1,51,2,5395,N
c1,36,2,5402,N
c1,32,120,5403,N
c1,59,15,5404,N
c1,75,51,5406,N
c1,54,25,5407,N
c1,47,63,5408,N
c1,37,96,5414,N
c1,38,117,5416,N
c1,36,67,5417,N
c1,40,26,5418,N
c1,41,89,5419,N
c1,90,60,5421,N
c1,42,42,5422,N
c1,30,75,5425,N
c1,47,96,5428,N
c1,36,112,5429,N
c1,32,52,5433,N
c1,50,70,5439,N
c1,44,55,5441,N
c1,43,82,5443,N
c1,41,47,5444,N
c1,80,73,5445,N
c1,42,22,5446,N
c1,69,48,5448,N
c1,81,57,5449,N
c1,46,81,5450,N
c1,85,59,5452,N
c1,47,94,5454,N
c1,34,60,5455,N
c1,42,124,5458,N
c1,39,113,5459,N
c1,47,116,5462,N
c1,38,33,5467,N
c1,41,74,5468,N
c1,41,51,5469,N
c1,36,54,5470,N
c1,37,15,5471,N
c1,42,65,5472,N
c1,42,125,5474,N
c1,78,74,5478,N
c1,41,8,5481,N
c1,84,42,5482,N
c1,37,97,5483,N
c1,32,73,5485,N
c1,39,73,5486,N
c1,41,62,5493,N
c1,42,105,5495,N
c1,31,106,5498,N
c1,41,16,5501,N
c1,33,66,5502,N
c1,39,9,5503,N
c1,49,46,5507,N
c1,43,62,5508,N
c1,45,75,5509,N
c1,84,75,5512,N
c1,48,100,5515,N
c1,82,75,5517,N
c1,87,66,5518,N
c1,31,27,5521,N
c1,37,87,5522,N
c1,64,78,5523,N
c1,50,89,5527,N
c1,73,76,5528,N
c1,43,56,5529,N
c1,35,26,5530,N
c1,43,26,5534,N
c1,38,119,5535,N
c1,33,13,5536,N
c1,33,51,5537,N
c1,53,82,5539,N
c1,36,114,5546,N
c1,43,118,5548,N
c1,42,109,5549,N
c1,40,113,5552,N
c1,41,44,5553,N
c1,89,63,5559,N
c1,85,55,5560,N
c1,41,87,5561,N
c1,37,84,5562,N
c1,41,86,5563,N
c1,38,124,5566,N
c1,45,88,5568,N
c1,34,49,5570,N
c1,74,57,5571,N
c1,81,63,5572,N
c1,42,13,5579,N
c1,37,28,5583,N
c1,41,42,5585,N
c1,34,18,5588,N
c1,71,73,5591,N
c1,84,65,5592,N
c1,44,76,5593,N
c1,44,12,5594,N
c1,45,15,5595,N
c1,37,64,5600,N
c1,35,39,5601,N
c1,77,44,5602,N
c1,46,65,5604,N
c1,49,87,5605,N
c1,45,61,5606,N
c1,38,75,5610,N
c1,78,76,5614,N
c1,43,8,5621,N
c1,38,101,5623,N
c1,92,61,5625,N
c1,31,74,5626,N
c1,56,114,5628,N
c1,52,95,5629,N
c1,74,74,5630,N
c1,45,82,5631,N
c1,41,64,5636,N
c1,43,60,5638,N
c1,36,103,5641,N
c1,36,18,5645,N
c1,85,62,5647,N
c1,44,65,5649,N
c1,83,70,5650,N
c1,86,57,5651,N
c1,49,34,5652,N
c1,37,77,5656,N
c1,36,85,5659,N
c1,32,50,5660,N
c1,72,68,5663,N
c1,79,51,5664,N
c1,47,101,5665,N
c1,49,51,5669,N
c1,45,81,5671,N
c1,47,46,5673,N
c1,43,97,5674,N
c1,41,11,5679,N
c1,37,65,5681,N
c1,42,21,5689,N
c1,35,77,5690,N
c1,44,103,5691,N
c1,74,71,5692,N
c1,80,68,5693,N
c1,43,114,5694,N
c1,43,83,5695,N
c1,48,97,5696,N
c1,43,109,5697,N
c1,40,7,5701,N
c1,42,87,5702,N
c1,33,23,5704,N
c1,41,110,5705,N
c1,37,85,5707,N
c1,43,9,5713,N
c1,44,40,5714,N
c1,81,78,5716,N
c1,43,76,5718,N
c1,42,46,5719,N
c1,44,90,5721,N
c1,44,89,5724,N
c1,38,46,5725,N
c1,37,27,5729,N
c1,81,52,5730,N
c1,36,100,5733,N
c1,39,103,5735,N
c1,43,5,5736,N
c1,41,84,5740,N
c1,33,48,5747,N
c1,39,86,5749,N
c1,43,35,5755,N
c1,44,46,5757,N
c1,35,34,5758,N
c1,38,51,5761,N
c1,42,23,5762,N
c1,40,100,5765,N
c1,37,20,5766,N
c1,75,59,5769,N
c1,44,15,5777,N
c1,33,73,5778,N
c1,46,96,5780,N
c1,35,120,5782,N
c1,41,77,5783,N
c1,35,17,5784,N
c1,36,80,5785,N
c1,35,37,5786,N
c1,35,96,5788,N
c1,35,28,5789,N
c1,87,60,5793,N
c1,78,75,5794,N
c1,80,75,5796,N
c1,38,62,5797,N
c1,34,29,5798,N
c1,44,21,5800,N
c1,38,99,5804,N
c1,38,26,5805,N
c1,36,53,5807,N
c1,73,89,5814,N
c1,44,19,5818,N
c1,33,31,5819,N
c1,38,30,5822,N
c1,38,80,5823,N
c1,52,62,5827,N
c1,39,108,5832,N
c1,32,116,5843,N
c1,55,83,5845,N
c1,49,64,5846,N
c1,84,61,5849,N
c1,36,110,5853,N
c1,35,55,5854,N
c1,46,93,5856,N
c1,35,103,5860,N
c1,34,64,5861,N
c1,42,0,5862,N
c1,63,79,5864,N
c1,42,69,5866,N
c1,78,78,5870,N
c1,50,95,5871,N
c1,41,117,5875,N
c1,29,26,5883,N
c1,60,16,5885,N
c1,73,44,5887,N
c1,80,49,5888,N
c1,46,101,5890,N
c1,53,35,5892,N
c1,48,43,5893,N
c1,36,31,5895,N
c1,44,7,5896,N
c1,47,92,5898,N
c1,40,34,5900,N
c1,39,32,5902,N
c1,42,121,5903,N
c1,37,78,5904,N
c1,33,72,5908,N
c1,80,51,5909,N
c1,77,54,5910,N
c1,46,55,5911,N
c1,45,26,5915,N
c1,45,20,5921,N
c1,37,56,5923,N
c1,36,124,5924,N
c1,33,101,5925,N
c1,43,124,5926,N
c1,34,117,5927,N
c1,43,94,5928,N
c1,84,58,5935,N
c1,76,75,5936,N
c1,41,123,5937,N
c1,32,5,5939,N
c1,39,71,5942,N
c1,38,61,5943,N
c1,87,61,5945,N
c1,43,121,5947,N
c1,32,71,5952,N
c1,45,7,5955,N
c1,52,88,5956,N
c1,45,53,5957,N
c1,44,121,5958,N
c1,43,79,5959,N
c1,31,51,5964,N
c1,36,72,5965,N
c1,43,64,5966,N
c1,83,49,5967,N
c1,43,68,5969,N
c1,44,122,5975,N
c1,39,12,5976,N
c1,39,7,5980,N
c1,36,10,5981,N
c1,33,84,5986,N
c1,42,8,5987,N
c1,31,56,5988,N
c1,47,26,5994,N
c1,43,111,5996,N
c1,44,25,5997,N
c1,45,28,5999,N
c1,41,25,6003,N
c1,32,57,6005,N
c1,34,58,6007,N
c1,37,30,6008,N
c1,31,20,6009,N
c1,72,46,6012,N
c1,38,63,6021,N
c1,40,72,6023,N
c1,74,72,6031,N
c1,77,75,6032,N
c1,43,30,6033,N
c1,37,76,6034,N
c1,39,19,6035,N
c1,40,23,6037,N
c1,46,126,6042,N
c1,82,73,6043,N
c1,40,75,6046,N
c1,87,65,6047,N
c1,41,118,6050,N
c1,40,79,6051,N
c1,76,44,6064,N
c1,85,61,6065,N
c1,46,127,6066,N
c1,39,79,6069,N
c1,42,110,6071,N
c1,40,50,6072,N
c1,48,99,6073,N
c1,29,80,6081,N
c1,31,55,6082,N
c1,41,0,6083,N
c1,53,89,6086,N
c1,52,91,6087,N
c1,41,35,6088,N
c1,45,9,6089,N
c1,41,75,6090,N
c1,35,40,6099,N
c1,28,27,6101,N
c1,42,116,6102,N
c1,43,126,6103,N
c1,36,50,6104,N
c1,36,69,6105,N
c1,35,79,6106,N
c1,45,80,6111,N
c1,46,50,6112,N
c1,43,23,6113,N
c1,41,66,6117,N
c1,38,118,6122,N
c1,39,122,6123,N
c1,45,94,6124,N
c1,31,81,6126,N
c1,38,3,6128,N
c1,51,28,6129,N
c1,47,69,6130,N
c1,47,43,6131,N
c1,84,43,6132,N
c1,41,32,6133,N
c1,46,37,6135,N
c1,43,41,6136,N
c1,42,12,6140,N
c1,42,127,6150,N
c1,66,17,6151,N
c1,72,77,6154,N
c1,37,23,6158,N
c1,34,125,6159,N
c1,34,85,6160,N
c1,33,113,6164,N
c1,30,120,6165,N
c1,31,63,6166,N
c1,36,6,6167,N
c1,54,77,6169,N
c1,75,53,6172,N
c1,35,27,6177,N
c1,43,11,6178,N
c1,41,83,6179,N
c1,42,85,6182,N
c1,40,90,6187,N
c1,56,39,6193,N
c1,49,123,6194,N
c1,49,96,6195,N
c1,43,33,6196,N
c1,44,24,6198,N
c1,42,79,6200,N
c1,42,123,6203,N
c1,34,84,6204,N
c1,41,88,6205,N
c1,30,20,6209,N
c1,88,58,6214,N
c1,48,58,6215,N
c1,80,45,6217,N
c1,86,70,6220,N
c1,82,49,6221,N
c1,44,87,6222,N
c1,37,74,6224,N
c1,39,59,6225,N
c1,42,20,6226,N
c1,38,67,6228,N
c1,34,107,6232,N
c1,32,51,6233,N
c1,38,86,6236,N
c1,34,46,6237,N
c1,44,111,6240,N
c1,41,63,6244,N
c1,41,13,6246,N
c1,35,13,6253,N
c1,37,34,6254,N
c1,39,72,6255,N
c1,40,93,6261,N
c1,45,48,6264,N
c1,42,73,6268,N
c1,39,102,6272,N
c1,33,61,6276,N
c1,35,29,6277,N
c1,46,98,6287,N
c1,43,19,6292,N
c1,42,52,6293,N
c1,37,26,6295,N
c1,34,34,6296,N
c1,41,45,6297,N
c1,37,69,6298,N
c1,29,104,6299,N
c1,35,84,6300,N
c1,38,23,6304,N
c1,35,51,6305,N
c1,36,45,6308,N
c1,44,4,6310,N
c1,47,38,6311,N
c1,38,38,6312,N
c1,34,114,6316,N
c1,37,48,6318,N
c1,43,0,6319,N
c1,38,60,6320,N
c1,55,1,6324,N
c1,45,6,6326,N
c1,45,79,6327,N
c1,47,36,6332,N
c1,40,102,6334,N
c1,35,82,6335,N
c1,35,123,6336,N
c1,42,89,6338,N
c1,34,20,6340,N
c1,38,59,6341,N
c1,33,119,6342,N
c1,40,89,6344,N
c1,40,11,6348,N
c1,32,83,6356,N
c1,31,118,6360,N
c1,36,48,6361,N
c1,37,61,6362,N
c1,37,22,6364,N
c1,64,77,6369,N
c1,44,62,6372,N
c1,43,106,6377,N
c1,49,91,6379,N
c1,35,97,6380,N
c1,50,34,6382,N
c1,44,2,6383,N
c1,39,4,6387,N
c1,41,108,6393,N
c1,40,42,6394,N
c1,41,78,6397,N
c1,35,69,6400,N
c1,42,63,6402,N
c1,32,72,6407,N
c1,39,125,6410,N
c1,54,109,6413,N
c1,78,72,6414,N
c1,53,100,6415,N
c1,81,61,6416,N
c1,33,59,6422,N
c1,38,87,6429,N
c1,45,108,6432,N
c1,33,70,6435,N
c1,31,69,6436,N
c1,40,124,6437,N
c1,39,35,6438,N
c1,37,58,6442,N
c1,30,79,6445,N
c1,32,82,6446,N
c1,69,31,6450,N
c1,71,35,6452,N
c1,85,67,6455,N
c1,38,120,6458,N
c1,43,29,6460,N
c1,39,15,6461,N
c1,34,75,6463,N
c1,30,107,6465,N
c1,35,50,6471,N
c1,69,101,6472,N
c1,80,54,6475,N
c1,43,113,6478,N
c1,43,107,6479,N
c1,44,43,6482,N
c1,39,20,6486,N
c1,33,33,6487,N
c1,42,7,6489,N
c1,38,31,6496,N
c1,37,63,6497,N
c1,36,17,6498,N
c1,32,55,6500,N
c1,59,125,6505,N
c1,80,56,6507,N
c1,84,63,6508,N
c1,50,54,6509,N
c1,45,123,6510,N
c1,41,72,6513,N
c1,51,100,6515,N
c1,38,49,6521,N
c1,31,112,6523,N
c1,37,60,6526,N
c1,42,126,6527,N
c1,33,126,6528,N
c1,53,88,6534,N
c1,43,65,6535,N
c1,42,40,6537,N
c1,41,30,6539,N
c1,38,41,6540,N
c1,32,113,6546,N
c1,42,3,6548,N
c1,37,3,6549,N
c1,36,86,6550,N
c1,30,58,6552,N
c1,40,29,6553,N
c1,40,85,6555,N
c1,31,49,6556,N
c1,36,47,6557,N
c1,43,116,6569,N
c1,84,67,6570,N
c1,45,14,6571,N
c1,42,14,6573,N
c1,38,79,6574,N
c1,42,83,6576,N
c1,44,126,6578,N
c1,28,74,6589,N
c1,36,88,6591,N
c1,35,58,6592,N
c1,34,56,6594,N
c1,33,89,6596,N
c1,78,61,6598,N
c1,52,94,6599,N
c1,34,24,6601,N
c1,43,27,6602,N
c1,39,76,6603,N
c1,36,92,6619,N
c1,44,64,6623,N
c1,41,31,6624,N
c1,45,77,6625,N
c1,39,27,6626,N
c1,36,77,6627,N
c1,51,96,6630,N
c1,31,76,6639,N
c1,28,87,6641,N
c1,29,58,6643,N
c1,35,89,6644,N
c1,88,48,6657,N
c1,45,60,6658,N
c1,87,72,6659,N
c1,48,35,6660,N
c1,41,85,6663,N
c1,36,34,6669,N
c1,39,65,6671,N
c1,34,52,6677,N
c1,48,112,6678,N
c1,44,3,6686,N
c1,42,92,6691,N
c1,38,65,6696,N
c1,52,72,6701,N
c1,46,90,6702,N
c1,36,94,6710,N
c1,33,69,6712,N
c1,34,71,6713,N
c1,41,79,6732,N
c1,42,106,6733,N
c1,33,67,6735,N
c1,39,52,6736,N
c1,42,88,6737,N
c1,32,17,6741,N
c1,37,49,6742,N
c1,43,2,6743,N
c1,36,84,6744,N
c1,35,60,6747,N
c1,67,37,6751,N
c1,55,30,6752,N
c1,46,45,6753,N
c1,55,104,6754,N
c1,82,61,6755,N
c1,80,44,6756,N
c1,49,92,6757,N
c1,81,77,6761,N
c1,35,95,6763,N
c1,37,1,6770,N
c1,40,80,6771,N
c1,76,43,6776,N
c1,83,69,6778,N
c1,44,57,6780,N
c1,45,34,6781,N
c1,38,9,6782,N
c1,42,111,6783,N
c1,36,113,6784,N
c1,42,59,6786,N
c1,32,62,6787,N
c1,40,27,6791,N
c1,36,78,6792,N
c1,36,63,6794,N
c1,42,117,6795,N
c1,34,81,6797,N
c1,31,21,6798,N
c1,50,60,6807,N
c1,74,76,6809,N
c1,86,62,6810,N
c1,76,77,6816,N
c1,44,41,6820,N
c1,33,57,6827,N
c1,31,105,6828,N
c1,38,89,6834,N
c1,35,85,6842,N
c1,33,55,6843,N
c1,32,123,6844,N
c1,68,107,6847,N
c1,50,75,6849,N
c1,45,68,6850,N
c1,82,42,6851,N
c1,41,67,6853,N
c1,41,1,6855,N
c1,39,78,6856,N
c1,37,82,6865,N
c1,42,119,6867,N
c1,87,59,6873,N
c1,40,32,6877,N
c1,35,125,6878,N
c1,34,90,6883,N
c1,77,47,6886,N
c1,50,50,6887,N
c1,37,38,6890,N
c1,41,96,6891,N
c1,50,97,6893,N
c1,39,48,6895,N
c1,34,26,6897,N
c1,37,118,6898,N
c1,36,82,6902,N
c1,36,23,6904,N
c1,86,58,6905,N
c1,35,88,6910,N
c1,44,94,6911,N
c1,36,49,6913,N
c1,40,64,6918,N
c1,33,54,6920,N
c1,30,85,6923,N
c1,49,3,6927,N
c1,38,42,6929,N
c1,46,109,6931,N
c1,43,86,6946,N
c1,34,32,6949,N
c1,34,72,6956,N
c1,32,20,6957,N
c1,32,110,6958,N
c1,42,94,6959,N
c1,33,127,6964,N
c1,45,23,6966,N
c1,43,54,6970,N
c1,41,26,6971,N
c1,42,68,6972,N
c1,41,9,6975,N
c1,42,45,6977,N
c1,44,96,6990,N
c1,41,6,6992,N
c1,81,58,7004,N
c1,52,102,7005,N
c1,43,112,7006,N
c1,42,48,7007,N
c1,40,35,7011,N
c1,87,67,7012,N
c1,38,8,7013,N
c1,43,24,7014,N
c1,33,75,7015,N
c1,33,124,7018,N
c1,42,93,7021,N
c1,40,125,7023,N
c1,37,55,7026,N
c1,34,15,7028,N
c1,34,77,7034,N
c1,38,90,7038,N
c1,35,6,7041,N
c1,41,91,7044,N
c1,33,50,7045,N
c1,31,78,7046,N
c1,41,93,7052,N
c1,30,45,7053,N
c1,31,89,7055,N
c1,79,50,7056,N
c1,80,61,7057,N
c1,45,56,7058,N
c1,39,67,7061,N
c1,29,105,7067,N
c1,36,58,7068,N
c1,36,106,7072,N
c1,39,47,7079,N
c1,29,55,7084,N
c1,34,48,7086,N
c1,31,117,7089,N
c1,28,10,7092,N
c1,48,78,7096,N
c1,44,113,7099,N
c1,46,36,7101,N
c1,41,50,7102,N
c1,27,29,7105,N
c1,40,24,7106,N
c1,35,42,7107,N
c1,43,17,7108,N
c1,40,19,7110,N
c1,40,9,7112,N
c1,43,108,7114,N
c1,36,46,7115,N
c1,32,107,7117,N
c1,33,116,7118,N
c1,41,120,7120,N
c1,33,25,7126,N
c1,65,40,7133,N
c1,47,66,7134,N
c1,47,45,7135,N
c1,83,45,7136,N
c1,43,45,7139,N
c1,46,42,7140,N
c1,43,6,7141,N
c1,44,83,7142,N
c1,44,42,7143,N
c1,44,20,7150,N
c1,34,69,7151,N
c1,40,45,7153,N
c1,35,70,7158,N
c1,39,111,7159,N
c1,72,71,7168,N
c1,50,100,7169,N
c1,86,74,7173,N
c1,39,84,7175,N
c1,43,44,7177,N
c1,39,60,7178,N
c1,42,44,7180,N
c1,30,56,7182,N
c1,34,86,7184,N
c1,41,126,7185,N
c1,36,66,7188,N
c1,34,38,7190,N
c1,33,52,7193,N
c1,31,72,7197,N
c1,32,44,7201,N
c1,69,103,7206,N
c1,75,50,7208,N
c1,44,99,7209,N
c1,43,70,7212,N
c1,43,22,7213,N
c1,86,61,7214,N
c1,41,53,7217,N
c1,39,62,7218,N
c1,36,55,7220,N
c1,40,46,7227,N
c1,40,78,7233,N
c1,33,78,7237,N
c1,40,107,7238,N
c1,32,88,7242,N
c1,73,66,7247,N
c1,43,32,7250,N
c1,41,60,7251,N
c1,42,96,7253,N
c1,40,121,7255,N
c1,42,112,7256,N
c1,40,58,7259,N
c1,31,18,7260,N
c1,43,1,7262,N
c1,43,13,7266,N
c1,32,86,7286,N
c1,69,62,7291,N
c1,39,2,7294,N
c1,45,40,7298,N
c1,83,48,7299,N
c1,46,94,7303,N
c1,37,52,7305,N
c1,34,83,7306,N
c1,37,35,7308,N
c1,34,12,7311,N
c1,31,82,7322,N
c1,35,90,7323,N
c1,34,3,7330,N
c1,54,1,7339,N
c1,54,70,7341,N
c1,47,85,7342,N
c1,44,45,7347,N
c1,40,52,7348,N
c1,32,77,7351,N
c1,39,117,7354,N
c1,39,85,7357,N
c1,43,3,7358,N
c1,37,73,7359,N
c1,37,95,7361,N
c1,42,64,7363,N
c1,41,17,7364,N
c1,38,22,7366,N
c1,38,72,7368,N
c1,31,75,7371,N
c1,44,14,7372,N
c1,31,50,7373,N
c1,32,80,7376,N
c1,30,103,7380,N
c1,36,60,7381,N
c1,56,37,7387,N
c1,50,58,7388,N
c1,77,74,7389,N
c1,81,70,7390,N
c1,44,32,7397,N
c1,40,105,7399,N
c1,38,19,7401,N
c1,30,106,7403,N
c1,40,87,7406,N
c1,34,23,7408,N
c1,36,52,7413,N
c1,39,81,7415,N
c1,42,91,7418,N
c1,30,115,7421,N
c1,36,59,7422,N
c1,36,65,7423,N
c1,28,54,7428,N
c1,31,48,7432,N
c1,67,22,7437,N
c1,52,63,7440,N
c1,46,83,7443,N
c1,45,55,7444,N
c1,81,71,7445,N
c1,40,77,7446,N
c1,42,51,7448,N
c1,36,105,7454,N
c1,37,127,7455,N
c1,41,121,7457,N
c1,35,86,7469,N
c1,37,66,7472,N
c1,39,89,7474,N
c1,31,17,7481,N
c1,27,89,7484,N
c1,28,58,7485,N
c1,31,46,7490,N
c1,73,72,7492,N
c1,89,60,7493,N
c1,39,74,7495,N
c1,45,126,7496,N
c1,35,67,7508,N
c1,42,90,7511,N
c1,27,10,7522,N
c1,39,90,7531,N
c1,37,44,7532,N
c1,83,67,7536,N
c1,79,42,7539,N
c1,43,75,7540,N
c1,45,65,7541,N
c1,89,71,7545,N
c1,34,113,7547,N
c1,42,28,7548,N
c1,48,96,7550,N
c1,46,97,7551,N
c1,36,127,7553,N
c1,37,53,7555,N
c1,36,70,7556,N
c1,37,86,7558,N
c1,31,57,7563,N
c1,29,81,7565,N
c1,42,32,7570,N
c1,35,18,7573,N
c1,29,51,7574,N
c1,32,122,7582,N
c1,33,123,7583,N
c1,33,87,7584,N
c1,35,71,7585,N
c1,43,87,7597,N
c1,89,61,7599,N
c1,35,101,7601,N
c1,43,120,7605,N
c1,36,11,7608,N
c1,34,39,7609,N
c1,32,121,7612,N
c1,29,65,7613,N
c1,36,51,7619,N
c1,32,126,7621,N
c1,33,86,7623,N
c1,33,83,7625,N
c1,28,11,7626,N
c1,40,92,7627,N
c1,34,61,7635,N
c1,35,47,7640,N
c1,34,70,7642,N
c1,39,46,7644,N
c1,36,5,7646,N
c1,25,10,7648,N
c1,43,20,7649,N
c1,26,127,7652,N
c1,59,121,7653,N
c1,63,77,7654,N
c1,51,80,7655,N
c1,83,74,7660,N
c1,38,48,7662,N
c1,44,82,7663,N
c1,36,104,7664,N
c1,45,95,7666,N
c1,35,80,7671,N
c1,37,71,7673,N
c1,40,84,7674,N
c1,37,80,7675,N
c1,39,51,7676,N
c1,34,51,7677,N
c1,37,46,7679,N
c1,37,124,7682,N
c1,31,53,7685,N
c1,37,89,7686,N
c1,33,60,7688,N
c1,37,62,7693,N
c1,35,87,7694,N
c1,30,121,7704,N
c1,66,108,7713,N
c1,51,66,7717,N
c1,45,73,7721,N
c1,84,68,7723,N
c1,43,119,7724,N
c1,36,71,7726,N
c1,43,14,7727,N
c1,46,95,7735,N
c1,33,64,7739,N
c1,39,33,7740,N
c1,38,71,7742,N
c1,41,7,7743,N
c1,34,50,7747,N
c1,31,83,7748,N
c1,38,44,7749,N
c1,32,68,7751,N
c1,28,47,7757,N
c1,35,57,7762,N
c1,28,125,7767,N
c1,80,63,7768,N
c1,48,53,7770,N
c1,46,2,7771,N
c1,41,48,7772,N
c1,44,117,7773,N
c1,36,57,7781,N
c1,41,5,7784,N
c1,37,8,7791,N
c1,38,64,7794,N
c1,40,31,7797,N
c1,32,59,7799,N
c1,32,81,7805,N
c1,31,47,7810,N
c1,37,92,7812,N
c1,30,77,7813,N
c1,38,91,7817,N
c1,73,50,7821,N
c1,76,74,7823,N
c1,45,45,7824,N
c1,45,69,7825,N
c1,38,106,7826,N
c1,45,76,7827,N
c1,38,56,7829,N
c1,41,52,7832,N
c1,43,43,7835,N
c1,40,20,7839,N
c1,43,89,7840,N
c1,39,87,7841,N
c1,33,53,7843,N
c1,31,64,7844,N
c1,31,80,7847,N
c1,29,79,7850,N
c1,34,57,7860,N
c1,38,94,7869,N
c1,31,86,7875,N
c1,53,103,7883,N
c1,44,50,7886,N
c1,43,78,7888,N
c1,34,65,7891,N
c1,41,58,7893,N
c1,44,22,7897,N
c1,36,83,7899,N
c1,34,118,7902,N
c1,43,90,7903,N
c1,36,3,7904,N
c1,35,8,7909,N
c1,32,87,7911,N
c1,38,47,7912,N
c1,38,2,7915,N
c1,31,87,7925,N
c1,30,48,7926,N
c1,34,2,7927,N
c1,34,88,7929,N
c1,39,43,7931,N
c1,54,66,7934,N
c1,39,68,7937,N
c1,44,49,7942,N
c1,39,55,7943,N
c1,44,84,7944,N
c1,42,76,7947,N
c1,42,49,7948,N
c1,86,72,7950,N
c1,40,74,7956,N
c1,42,25,7959,N
c1,36,91,7969,N
c1,29,113,7973,N
c1,38,88,7977,N
c1,35,59,7981,N
c1,42,95,7984,N
c1,32,48,7988,N
c1,30,55,7990,N
c1,40,2,7994,N
c1,86,67,8002,N
c1,48,44,8003,N
c1,44,53,8006,N
c1,40,61,8007,N
c1,44,123,8008,N
c1,34,53,8011,N
c1,33,19,8012,N
c1,44,18,8017,N
c1,39,80,8018,N
c1,35,73,8019,N
c1,40,13,8021,N
c1,37,51,8030,N
c1,39,22,8034,N
